# Simulation 1 (Up to date),,,,,
# 485 data points written for 6 variables.,,,,,
# Simulation warnings:,,,,,
#   No recovery device defined in the simulation.,,,,,
#,,,,,
# Time (s),Mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m)
# Event SIM_WARN occurred at t=0 seconds: No recovery device defined in the simulation.,,,,,
# Event IGNITION occurred at t=0 seconds,,,,,
# Event LAUNCH occurred at t=0 seconds,,,,,
0,1.403,0.072,0.003,NaN,0.343
0.01,1.403,0.072,0.003,NaN,0.343
0.02,1.403,0.072,0.003,NaN,0.343
0.03,1.403,0.072,0.003,NaN,0.343
0.04,1.402,0.072,0.003,NaN,0.342
# Event LIFTOFF occurred at t=0.05 seconds,,,,,
0.05,1.402,0.072,0.003,NaN,0.342
0.06,1.401,0.072,0.003,NaN,0.342
0.07,1.401,0.072,0.003,NaN,0.342
0.08,1.4,0.072,0.003,NaN,0.342
0.09,1.399,0.072,0.003,NaN,0.342
0.1,1.399,0.072,0.003,NaN,0.342
0.11,1.398,0.072,0.003,NaN,0.342
0.12,1.398,0.072,0.003,NaN,0.342
0.13,1.397,0.072,0.003,NaN,0.342
0.14,1.397,0.072,0.003,NaN,0.342
0.15,1.396,0.072,0.003,NaN,0.342
0.16,1.396,0.071,0.003,NaN,0.342
0.17,1.395,0.071,0.003,NaN,0.341
0.18,1.394,0.071,0.003,NaN,0.341
0.19,1.394,0.071,0.003,NaN,0.341
0.199,1.393,0.071,0.003,NaN,0.341
# Event LAUNCHROD occurred at t=0.208 seconds,,,,,
0.208,1.393,0.071,0.003,0.402,0.341
0.221,1.392,0.071,0.003,0.403,0.341
0.241,1.391,0.071,0.003,0.404,0.341
0.25,1.391,0.071,0.003,0.404,0.341
0.263,1.39,0.071,0.003,0.405,0.341
0.284,1.389,0.071,0.003,0.406,0.341
0.314,1.387,0.071,0.003,0.408,0.34
0.35,1.385,0.071,0.003,0.41,0.34
0.399,1.383,0.071,0.003,0.412,0.34
0.45,1.38,0.071,0.003,0.414,0.339
0.5,1.378,0.071,0.003,0.416,0.339
0.55,1.375,0.071,0.003,0.418,0.339
0.6,1.373,0.071,0.003,0.416,0.338
0.65,1.37,0.07,0.003,0.415,0.338
0.69,1.369,0.07,0.003,0.414,0.338
0.718,1.367,0.07,0.003,0.414,0.337
0.743,1.366,0.07,0.003,0.414,0.337
0.75,1.366,0.07,0.003,0.414,0.337
0.761,1.366,0.07,0.003,0.414,0.337
0.778,1.365,0.07,0.003,0.415,0.337
0.802,1.364,0.07,0.003,0.415,0.337
0.829,1.363,0.07,0.003,0.416,0.337
0.864,1.362,0.07,0.003,0.417,0.337
0.914,1.36,0.07,0.003,0.418,0.336
0.95,1.358,0.07,0.003,0.417,0.336
0.997,1.357,0.07,0.003,0.416,0.336
1.026,1.356,0.07,0.003,0.416,0.336
1.052,1.355,0.07,0.003,0.416,0.336
1.077,1.354,0.07,0.003,0.416,0.336
1.102,1.353,0.07,0.003,0.417,0.335
1.128,1.353,0.07,0.003,0.417,0.335
1.15,1.352,0.07,0.003,0.418,0.335
1.183,1.351,0.07,0.003,0.419,0.335
1.232,1.35,0.07,0.003,0.418,0.335
1.269,1.349,0.07,0.003,0.417,0.335
1.292,1.348,0.07,0.003,0.417,0.335
1.313,1.348,0.07,0.003,0.417,0.335
1.335,1.347,0.069,0.003,0.417,0.335
1.35,1.347,0.069,0.003,0.417,0.334
1.373,1.347,0.069,0.003,0.418,0.334
1.406,1.346,0.069,0.003,0.419,0.334
1.456,1.345,0.069,0.003,0.418,0.334
1.506,1.345,0.069,0.003,0.417,0.334
1.534,1.344,0.069,0.003,0.417,0.334
1.55,1.344,0.069,0.003,0.417,0.334
1.573,1.344,0.069,0.003,0.417,0.334
1.6,1.343,0.069,0.003,0.418,0.334
1.639,1.343,0.069,0.003,0.418,0.334
1.689,1.343,0.069,0.003,0.418,0.334
1.739,1.342,0.069,0.003,0.418,0.334
1.75,1.342,0.069,0.003,0.417,0.334
1.766,1.342,0.069,0.003,0.417,0.334
1.79,1.342,0.069,0.003,0.418,0.334
1.819,1.342,0.069,0.003,0.418,0.334
1.854,1.342,0.069,0.003,0.418,0.334
1.904,1.341,0.069,0.003,0.419,0.334
1.95,1.341,0.069,0.003,0.418,0.334
2,1.341,0.069,0.003,0.417,0.334
2.03,1.341,0.069,0.003,0.417,0.334
2.058,1.341,0.069,0.003,0.417,0.334
2.09,1.341,0.069,0.003,0.418,0.333
2.138,1.341,0.069,0.003,0.418,0.333
2.15,1.341,0.069,0.003,0.418,0.333
2.168,1.341,0.069,0.003,0.418,0.333
2.194,1.341,0.069,0.003,0.418,0.333
2.233,1.341,0.069,0.003,0.418,0.333
2.271,1.341,0.069,0.003,0.418,0.333
2.32,1.341,0.069,0.003,0.418,0.333
2.35,1.341,0.069,0.003,0.418,0.333
2.395,1.341,0.069,0.003,0.418,0.333
# Event BURNOUT occurred at t=2.44 seconds,,,,,
2.44,1.341,0.069,0.003,0.418,0.333
2.49,1.341,0.069,0.003,0.418,0.333
2.54,1.341,0.069,0.003,0.418,0.333
2.59,1.341,0.069,0.003,0.418,0.333
2.64,1.341,0.069,0.003,0.418,0.333
2.69,1.341,0.069,0.003,0.418,0.333
2.74,1.341,0.069,0.003,0.418,0.333
2.79,1.341,0.069,0.003,0.418,0.333
2.84,1.341,0.069,0.003,0.418,0.333
2.89,1.341,0.069,0.003,0.418,0.333
2.94,1.341,0.069,0.003,0.418,0.333
2.99,1.341,0.069,0.003,0.418,0.333
3.04,1.341,0.069,0.003,0.418,0.333
3.09,1.341,0.069,0.003,0.418,0.333
3.14,1.341,0.069,0.003,0.418,0.333
3.19,1.341,0.069,0.003,0.418,0.333
3.24,1.341,0.069,0.003,0.418,0.333
3.29,1.341,0.069,0.003,0.418,0.333
3.34,1.341,0.069,0.003,0.417,0.333
3.39,1.341,0.069,0.003,0.417,0.333
3.44,1.341,0.069,0.003,0.418,0.333
3.49,1.341,0.069,0.003,0.418,0.333
3.54,1.341,0.069,0.003,0.418,0.333
3.59,1.341,0.069,0.003,0.418,0.333
3.64,1.341,0.069,0.003,0.417,0.333
3.69,1.341,0.069,0.003,0.417,0.333
3.74,1.341,0.069,0.003,0.417,0.333
3.79,1.341,0.069,0.003,0.417,0.333
3.84,1.341,0.069,0.003,0.417,0.333
3.89,1.341,0.069,0.003,0.418,0.333
3.94,1.341,0.069,0.003,0.417,0.333
3.99,1.341,0.069,0.003,0.417,0.333
4.04,1.341,0.069,0.003,0.417,0.333
4.09,1.341,0.069,0.003,0.417,0.333
4.14,1.341,0.069,0.003,0.418,0.333
4.19,1.341,0.069,0.003,0.418,0.333
4.24,1.341,0.069,0.003,0.418,0.333
4.29,1.341,0.069,0.003,0.418,0.333
4.34,1.341,0.069,0.003,0.417,0.333
4.39,1.341,0.069,0.003,0.417,0.333
4.44,1.341,0.069,0.003,0.417,0.333
4.49,1.341,0.069,0.003,0.417,0.333
4.54,1.341,0.069,0.003,0.417,0.333
4.59,1.341,0.069,0.003,0.418,0.333
4.64,1.341,0.069,0.003,0.418,0.333
4.69,1.341,0.069,0.003,0.418,0.333
4.74,1.341,0.069,0.003,0.418,0.333
4.79,1.341,0.069,0.003,0.418,0.333
4.84,1.341,0.069,0.003,0.418,0.333
4.89,1.341,0.069,0.003,0.418,0.333
4.94,1.341,0.069,0.003,0.418,0.333
4.99,1.341,0.069,0.003,0.418,0.333
5.04,1.341,0.069,0.003,0.417,0.333
5.09,1.341,0.069,0.003,0.418,0.333
5.14,1.341,0.069,0.003,0.417,0.333
5.19,1.341,0.069,0.003,0.416,0.333
5.24,1.341,0.069,0.003,0.416,0.333
5.29,1.341,0.069,0.003,0.416,0.333
5.34,1.341,0.069,0.003,0.416,0.333
5.39,1.341,0.069,0.003,0.416,0.333
5.44,1.341,0.069,0.003,0.417,0.333
5.49,1.341,0.069,0.003,0.418,0.333
5.54,1.341,0.069,0.003,0.418,0.333
5.59,1.341,0.069,0.003,0.417,0.333
5.64,1.341,0.069,0.003,0.416,0.333
5.69,1.341,0.069,0.003,0.415,0.333
5.74,1.341,0.069,0.003,0.415,0.333
5.79,1.341,0.069,0.003,0.415,0.333
5.84,1.341,0.069,0.003,0.414,0.333
5.89,1.341,0.069,0.003,0.413,0.333
5.94,1.341,0.069,0.003,0.413,0.333
5.99,1.341,0.069,0.003,0.413,0.333
6.04,1.341,0.069,0.003,0.414,0.333
6.09,1.341,0.069,0.003,0.414,0.333
6.14,1.341,0.069,0.003,0.414,0.333
6.19,1.341,0.069,0.003,0.413,0.333
6.24,1.341,0.069,0.003,0.414,0.333
6.29,1.341,0.069,0.003,0.414,0.333
6.34,1.341,0.069,0.003,0.414,0.333
6.39,1.341,0.069,0.003,0.414,0.333
# Event EJECTION_CHARGE occurred at t=6.44 seconds,,,,,
6.44,1.341,0.069,0.003,0.414,0.333
6.49,1.341,0.069,0.003,0.414,0.333
6.54,1.341,0.069,0.003,0.415,0.333
6.59,1.341,0.069,0.003,0.415,0.333
6.64,1.341,0.069,0.003,0.415,0.333
6.69,1.341,0.069,0.003,0.414,0.333
6.74,1.341,0.069,0.003,0.414,0.333
6.79,1.341,0.069,0.003,0.414,0.333
6.84,1.341,0.069,0.003,0.415,0.333
6.89,1.341,0.069,0.003,0.416,0.333
6.94,1.341,0.069,0.003,0.415,0.333
6.99,1.341,0.069,0.003,0.415,0.333
7.04,1.341,0.069,0.003,0.414,0.333
7.09,1.341,0.069,0.003,0.413,0.333
7.14,1.341,0.069,0.003,0.411,0.333
7.19,1.341,0.069,0.003,0.409,0.333
7.24,1.341,0.069,0.003,0.408,0.333
7.29,1.341,0.069,0.003,0.407,0.333
7.34,1.341,0.069,0.003,0.405,0.333
7.39,1.341,0.069,0.003,0.404,0.333
7.44,1.341,0.069,0.003,0.403,0.333
7.49,1.341,0.069,0.003,0.4,0.333
7.54,1.341,0.069,0.003,0.397,0.333
7.59,1.341,0.069,0.003,0.395,0.333
7.64,1.341,0.069,0.003,0.393,0.333
7.69,1.341,0.069,0.003,0.391,0.333
7.74,1.341,0.069,0.003,0.389,0.333
# Event APOGEE occurred at t=7.79 seconds,,,,,
7.79,1.341,0.069,0.003,0.388,0.333
7.84,1.341,0.069,0.003,0.386,0.333
7.89,1.341,0.069,0.003,0.385,0.333
7.94,1.341,0.069,0.003,0.384,0.333
7.99,1.341,0.069,0.003,0.383,0.333
8.04,1.341,0.069,0.003,0.383,0.333
8.09,1.341,0.069,0.003,0.382,0.333
8.14,1.341,0.069,0.003,0.382,0.333
8.19,1.341,0.069,0.003,0.382,0.333
8.24,1.341,0.069,0.003,0.381,0.333
8.29,1.341,0.069,0.003,0.381,0.333
8.34,1.341,0.069,0.003,0.381,0.333
8.39,1.341,0.069,0.003,0.381,0.333
8.44,1.341,0.069,0.003,0.381,0.333
8.49,1.341,0.069,0.003,0.381,0.333
8.54,1.341,0.069,0.003,0.381,0.333
8.59,1.341,0.069,0.003,0.381,0.333
8.64,1.341,0.069,0.003,0.381,0.333
8.69,1.341,0.069,0.003,0.381,0.333
8.74,1.341,0.069,0.003,0.382,0.333
8.79,1.341,0.069,0.003,0.382,0.333
8.84,1.341,0.069,0.003,0.382,0.333
8.89,1.341,0.069,0.003,0.382,0.333
8.94,1.341,0.069,0.003,0.382,0.333
8.99,1.341,0.069,0.003,0.382,0.333
9.04,1.341,0.069,0.003,0.383,0.333
9.09,1.341,0.069,0.003,0.383,0.333
9.14,1.341,0.069,0.003,0.384,0.333
9.19,1.341,0.069,0.003,0.385,0.333
9.24,1.341,0.069,0.003,0.386,0.333
9.29,1.341,0.069,0.003,0.388,0.333
9.333,1.341,0.069,0.003,0.389,0.333
9.369,1.341,0.069,0.003,0.391,0.333
9.399,1.341,0.069,0.003,0.393,0.333
9.425,1.341,0.069,0.003,0.394,0.333
9.453,1.341,0.069,0.003,0.396,0.333
9.483,1.341,0.069,0.003,0.398,0.333
9.516,1.341,0.069,0.003,0.4,0.333
9.552,1.341,0.069,0.003,0.404,0.333
9.586,1.341,0.069,0.003,0.408,0.333
9.619,1.341,0.069,0.003,0.412,0.333
9.652,1.341,0.069,0.003,0.415,0.333
9.685,1.341,0.069,0.003,0.416,0.333
9.718,1.341,0.069,0.003,0.411,0.333
9.751,1.341,0.069,0.003,0.407,0.333
9.786,1.341,0.069,0.003,0.404,0.333
9.817,1.341,0.069,0.003,0.402,0.333
9.843,1.341,0.069,0.003,0.4,0.333
9.865,1.341,0.069,0.003,0.399,0.333
9.885,1.341,0.069,0.003,0.397,0.333
9.904,1.341,0.069,0.003,0.396,0.333
9.921,1.341,0.069,0.003,0.396,0.333
9.937,1.341,0.069,0.003,0.395,0.333
9.953,1.341,0.069,0.003,0.395,0.333
9.968,1.341,0.069,0.003,0.395,0.333
9.983,1.341,0.069,0.003,0.394,0.333
9.998,1.341,0.069,0.003,0.394,0.333
10.013,1.341,0.069,0.003,0.394,0.333
10.027,1.341,0.069,0.003,0.394,0.333
10.041,1.341,0.069,0.003,0.394,0.333
10.054,1.341,0.069,0.003,0.394,0.333
10.068,1.341,0.069,0.003,0.393,0.333
10.081,1.341,0.069,0.003,0.394,0.333
10.094,1.341,0.069,0.003,0.394,0.333
10.107,1.341,0.069,0.003,0.394,0.333
10.12,1.341,0.069,0.003,0.394,0.333
10.133,1.341,0.069,0.003,0.394,0.333
10.146,1.341,0.069,0.003,0.394,0.333
10.159,1.341,0.069,0.003,0.395,0.333
10.173,1.341,0.069,0.003,0.395,0.333
10.186,1.341,0.069,0.003,0.395,0.333
10.199,1.341,0.069,0.003,0.396,0.333
10.213,1.341,0.069,0.003,0.396,0.333
10.227,1.341,0.069,0.003,0.397,0.333
10.242,1.341,0.069,0.003,0.398,0.333
10.257,1.341,0.069,0.003,0.398,0.333
10.272,1.341,0.069,0.003,0.399,0.333
10.289,1.341,0.069,0.003,0.4,0.333
10.306,1.341,0.069,0.003,0.401,0.333
10.324,1.341,0.069,0.003,0.403,0.333
10.345,1.341,0.069,0.003,0.405,0.333
10.369,1.341,0.069,0.003,0.407,0.333
10.399,1.341,0.069,0.003,0.411,0.333
10.444,1.341,0.069,0.003,0.416,0.333
10.489,1.341,0.069,0.003,0.415,0.333
10.534,1.341,0.069,0.003,0.41,0.333
10.566,1.341,0.069,0.003,0.407,0.333
10.589,1.341,0.069,0.003,0.405,0.333
10.608,1.341,0.069,0.003,0.404,0.333
10.626,1.341,0.069,0.003,0.403,0.333
10.642,1.341,0.069,0.003,0.402,0.333
10.657,1.341,0.069,0.003,0.402,0.333
10.671,1.341,0.069,0.003,0.401,0.333
10.684,1.341,0.069,0.003,0.401,0.333
10.697,1.341,0.069,0.003,0.4,0.333
10.71,1.341,0.069,0.003,0.4,0.333
10.722,1.341,0.069,0.003,0.4,0.333
10.734,1.341,0.069,0.003,0.4,0.333
10.746,1.341,0.069,0.003,0.4,0.333
10.758,1.341,0.069,0.003,0.4,0.333
10.769,1.341,0.069,0.003,0.4,0.333
10.781,1.341,0.069,0.003,0.4,0.333
10.793,1.341,0.069,0.003,0.4,0.333
10.804,1.341,0.069,0.003,0.401,0.333
10.816,1.341,0.069,0.003,0.401,0.333
10.828,1.341,0.069,0.003,0.401,0.333
10.841,1.341,0.069,0.003,0.402,0.333
10.854,1.341,0.069,0.003,0.402,0.333
10.867,1.341,0.069,0.003,0.403,0.333
10.88,1.341,0.069,0.003,0.403,0.333
10.894,1.341,0.069,0.003,0.404,0.333
10.909,1.341,0.069,0.003,0.405,0.333
10.925,1.341,0.069,0.003,0.406,0.333
10.942,1.341,0.069,0.003,0.407,0.333
10.961,1.341,0.069,0.003,0.408,0.333
10.982,1.341,0.069,0.003,0.41,0.333
11.01,1.341,0.069,0.003,0.413,0.333
11.051,1.341,0.069,0.003,0.417,0.333
11.097,1.341,0.069,0.003,0.414,0.333
11.145,1.341,0.069,0.003,0.41,0.333
11.167,1.341,0.069,0.003,0.408,0.333
11.186,1.341,0.069,0.003,0.407,0.333
11.202,1.341,0.069,0.003,0.407,0.333
11.217,1.341,0.069,0.003,0.406,0.333
11.231,1.341,0.069,0.003,0.405,0.333
11.244,1.341,0.069,0.003,0.405,0.333
11.256,1.341,0.069,0.003,0.404,0.333
11.268,1.341,0.069,0.003,0.404,0.333
11.28,1.341,0.069,0.003,0.404,0.333
11.291,1.341,0.069,0.003,0.404,0.333
11.302,1.341,0.069,0.003,0.404,0.333
11.314,1.341,0.069,0.003,0.404,0.333
11.325,1.341,0.069,0.003,0.404,0.333
11.336,1.341,0.069,0.003,0.404,0.333
11.347,1.341,0.069,0.003,0.404,0.333
11.358,1.341,0.069,0.003,0.404,0.333
11.369,1.341,0.069,0.003,0.405,0.333
11.381,1.341,0.069,0.003,0.405,0.333
11.394,1.341,0.069,0.003,0.406,0.333
11.406,1.341,0.069,0.003,0.407,0.333
11.42,1.341,0.069,0.003,0.407,0.333
11.434,1.341,0.069,0.003,0.408,0.333
11.449,1.341,0.069,0.003,0.409,0.333
11.466,1.341,0.069,0.003,0.41,0.333
11.484,1.341,0.069,0.003,0.411,0.333
11.506,1.341,0.069,0.003,0.412,0.333
11.535,1.341,0.069,0.003,0.415,0.333
11.578,1.341,0.069,0.003,0.417,0.333
11.628,1.341,0.069,0.003,0.414,0.333
11.661,1.341,0.069,0.003,0.411,0.333
11.682,1.341,0.069,0.003,0.41,0.333
11.699,1.341,0.069,0.003,0.409,0.333
11.714,1.341,0.069,0.003,0.408,0.333
11.728,1.341,0.069,0.003,0.408,0.333
11.74,1.341,0.069,0.003,0.407,0.333
11.752,1.341,0.069,0.003,0.407,0.333
11.764,1.341,0.069,0.003,0.407,0.333
11.776,1.341,0.069,0.003,0.407,0.333
11.787,1.341,0.069,0.003,0.407,0.333
11.798,1.341,0.069,0.003,0.407,0.333
11.809,1.341,0.069,0.003,0.407,0.333
11.821,1.341,0.069,0.003,0.407,0.333
11.832,1.341,0.069,0.003,0.407,0.333
11.843,1.341,0.069,0.003,0.407,0.333
11.855,1.341,0.069,0.003,0.408,0.333
11.866,1.341,0.069,0.003,0.408,0.333
11.878,1.341,0.069,0.003,0.408,0.333
11.891,1.341,0.069,0.003,0.409,0.333
11.904,1.341,0.069,0.003,0.409,0.333
11.919,1.341,0.069,0.003,0.41,0.333
11.934,1.341,0.069,0.003,0.411,0.333
11.951,1.341,0.069,0.003,0.412,0.333
11.971,1.341,0.069,0.003,0.413,0.333
11.999,1.341,0.069,0.003,0.416,0.333
12.041,1.341,0.069,0.003,0.416,0.333
12.091,1.341,0.069,0.003,0.413,0.333
12.114,1.341,0.069,0.003,0.412,0.333
12.132,1.341,0.069,0.003,0.411,0.333
12.148,1.341,0.069,0.003,0.411,0.333
12.162,1.341,0.069,0.003,0.41,0.333
12.176,1.341,0.069,0.003,0.41,0.333
12.188,1.341,0.069,0.003,0.409,0.333
12.201,1.341,0.069,0.003,0.409,0.333
12.213,1.341,0.069,0.003,0.409,0.333
12.224,1.341,0.069,0.003,0.409,0.333
12.235,1.341,0.069,0.003,0.409,0.333
12.247,1.341,0.069,0.003,0.409,0.333
12.258,1.341,0.069,0.003,0.409,0.333
12.269,1.341,0.069,0.003,0.409,0.333
12.28,1.341,0.069,0.003,0.409,0.333
12.292,1.341,0.069,0.003,0.409,0.333
12.304,1.341,0.069,0.003,0.41,0.333
12.316,1.341,0.069,0.003,0.41,0.333
12.33,1.341,0.069,0.003,0.411,0.333
12.344,1.341,0.069,0.003,0.412,0.333
12.362,1.341,0.069,0.003,0.413,0.333
12.383,1.341,0.069,0.003,0.415,0.333
12.413,1.341,0.069,0.003,0.417,0.333
12.458,1.341,0.069,0.003,0.416,0.333
12.508,1.341,0.069,0.003,0.414,0.333
12.528,1.341,0.069,0.003,0.413,0.333
12.546,1.341,0.069,0.003,0.412,0.333
12.561,1.341,0.069,0.003,0.412,0.333
12.576,1.341,0.069,0.003,0.411,0.333
12.589,1.341,0.069,0.003,0.411,0.333
12.602,1.341,0.069,0.003,0.411,0.333
12.615,1.341,0.069,0.003,0.411,0.333
12.628,1.341,0.069,0.003,0.411,0.333
12.641,1.341,0.069,0.003,0.412,0.333
12.655,1.341,0.069,0.003,0.412,0.333
12.669,1.341,0.069,0.003,0.412,0.333
12.683,1.341,0.069,0.003,0.412,0.333
12.699,1.341,0.069,0.003,0.413,0.333
12.716,1.341,0.069,0.003,0.414,0.333
12.736,1.341,0.069,0.003,0.414,0.333
12.759,1.341,0.069,0.003,0.415,0.333
12.792,1.341,0.069,0.003,0.417,0.333
12.842,1.341,0.069,0.003,0.417,0.333
12.892,1.341,0.069,0.003,0.415,0.333
12.915,1.341,0.069,0.003,0.414,0.333
12.936,1.341,0.069,0.003,0.414,0.333
12.954,1.341,0.069,0.003,0.414,0.333
12.972,1.341,0.069,0.003,0.414,0.333
12.99,1.341,0.069,0.003,0.414,0.333
13.008,1.341,0.069,0.003,0.414,0.333
13.026,1.341,0.069,0.003,0.414,0.333
13.045,1.341,0.069,0.003,0.414,0.333
13.065,1.341,0.069,0.003,0.415,0.333
13.087,1.341,0.069,0.003,0.415,0.333
13.114,1.341,0.069,0.003,0.416,0.333
13.153,1.341,0.069,0.003,0.418,0.333
13.203,1.341,0.069,0.003,0.417,0.333
13.253,1.341,0.069,0.003,0.415,0.333
13.277,1.341,0.069,0.003,0.415,0.333
13.299,1.341,0.069,0.003,0.415,0.333
13.32,1.341,0.069,0.003,0.415,0.333
13.342,1.341,0.069,0.003,0.415,0.333
13.367,1.341,0.069,0.003,0.416,0.333
13.394,1.341,0.069,0.003,0.416,0.333
13.428,1.341,0.069,0.003,0.417,0.333
13.478,1.341,0.069,0.003,0.418,0.333
13.528,1.341,0.069,0.003,0.417,0.333
13.578,1.341,0.069,0.003,0.416,0.333
13.607,1.341,0.069,0.003,0.416,0.333
13.634,1.341,0.069,0.003,0.416,0.333
13.662,1.341,0.069,0.003,0.416,0.333
13.692,1.341,0.069,0.003,0.416,0.333
13.723,1.341,0.069,0.003,0.417,0.333
13.77,1.341,0.069,0.003,0.418,0.333
13.82,1.341,0.069,0.003,0.417,0.333
13.87,1.341,0.069,0.003,0.417,0.333
13.909,1.341,0.069,0.003,0.417,0.333
13.948,1.341,0.069,0.003,0.417,0.333
13.987,1.341,0.069,0.003,0.417,0.333
14.037,1.341,0.069,0.003,0.418,0.333
14.087,1.341,0.069,0.003,0.418,0.333
14.137,1.341,0.069,0.003,0.418,0.333
14.187,1.341,0.069,0.003,0.418,0.333
14.237,1.341,0.069,0.003,0.418,0.333
14.287,1.341,0.069,0.003,0.418,0.333
14.337,1.341,0.069,0.003,0.418,0.333
14.387,1.341,0.069,0.003,0.418,0.333
14.437,1.341,0.069,0.003,0.418,0.333
14.487,1.341,0.069,0.003,0.418,0.333
14.537,1.341,0.069,0.003,0.418,0.333
14.587,1.341,0.069,0.003,0.418,0.333
14.637,1.341,0.069,0.003,0.418,0.333
14.687,1.341,0.069,0.003,0.418,0.333
14.737,1.341,0.069,0.003,0.419,0.333
14.787,1.341,0.069,0.003,0.418,0.333
14.837,1.341,0.069,0.003,0.418,0.333
14.887,1.341,0.069,0.003,0.418,0.333
14.937,1.341,0.069,0.003,0.419,0.333
14.987,1.341,0.069,0.003,0.419,0.333
15.037,1.341,0.069,0.003,0.419,0.333
15.087,1.341,0.069,0.003,0.419,0.333
15.137,1.341,0.069,0.003,0.419,0.333
15.187,1.341,0.069,0.003,0.419,0.333
15.237,1.341,0.069,0.003,0.419,0.333
15.287,1.341,0.069,0.003,0.419,0.333
15.337,1.341,0.069,0.003,0.419,0.333
15.387,1.341,0.069,0.003,0.419,0.333
15.437,1.341,0.069,0.003,0.419,0.333
15.487,1.341,0.069,0.003,0.419,0.333
15.537,1.341,0.069,0.003,0.419,0.333
15.587,1.341,0.069,0.003,0.419,0.333
# Event GROUND_HIT occurred at t=15.637 seconds,,,,,
# Event SIMULATION_END occurred at t=15.637 seconds,,,,,
15.637,1.341,0.069,0.003,0.419,0.333
